Year,VLF101A,VLF101B,VLF102A,VLF102B,VLF104B,VLF105A,VLF105B,VLF106A,VLF106B,VLF107A,VLF107B,VLF108A,VLF108B,VLF109A,VLF109B,VLF112A,VLF112B,VLF113A,VLF113B,VLF114A,VLF114B,VLF115A,VLF115B,VLF116A,VLF116B,VLF117B,VLF118A,VLF118B,VLF119A,VLF119B,VLF120A,VLF120B,VLF121A,VLF121B,VLF122A,VLF122B,VLF123A,VLF123B,VLF123C,VLF124A,VLF124B,VLF125A,VLF125B,VLF126A,VLF126B,VLF127A,VLF127B,VLF128A,VLF128B,VLF129A,VLF129B,VLF130A,VLF130B,VLF131A,VLF131B,VLF132B,VLF133A,VLF133B,VLF134A,VLF134B,VLF135A,VLF135B,VLF136A,VLF136B,VLF137A,VLF137B,VLF138A,VLF138B,VLF139A,VLF139B,VLF140A,VLF140B,VLF141A,VLF141B,VLF142B,VLF143A,VLF143B,VLF145A,VLF145B,VLF146A,VLF146B,VLF147A,VLF147B,VLF149A,VLF149B,VLF150A,VLF150B,mean,count
1962,3.783582749,4.874739341,6.350577765,8.011090738,4.984317706,7.392950304,6.623167816,12.01619837,9.277249212,4.412465764,8.150118547,6.779293178,7.514496193,8.734733447,9.921435216,4.197439671,3.416014527,6.243959787,5.870813856,7.998739064,13.02554272,4.749453121,4.515148545,2.394797898,1.666647417,0.926295297,3.443537326,4.208316459,3.163801193,4.009334404,3.99799957,3.125142253,5.499411173,5.073913584,1.941619211,2.559772394,11.79491901,11.02648989,9.500682403,0.965182606,1.475632235,NA,NA,2.629944129,NA,15.82066184,18.02691684,8.492218663,10.2586508,6.364570622,6.462460606,5.615330441,5.863667735,3.439431411,3.395285208,1.848991194,3.026578979,2.99308144,8.433785762,8.299336193,1.577241895,1.779793647,3.291108578,4.282785845,2.364722868,2.334849473,1.787260804,1.906552985,4.286048454,3.139146181,10.26606546,7.860073638,NA,NA,5.734806454,10.13969951,8.739743743,10.37179713,12.96411874,NA,4.545362585,1.595210829,1.478916743,NA,1.29197517,10.17762182,13.39519795,5.898725429,43
1963,4.053131384,2.422733752,6.159204525,5.740111501,4.557245029,6.460971071,3.514593299,7.860201185,6.915581673,2.854371265,4.668971064,3.774091237,3.792675803,6.498785262,6.035625994,3.870253416,2.581795578,4.140011859,4.816807832,6.417461813,6.877287894,2.5586394,3.449882574,1.037701333,0.943764642,0.396929985,1.798398805,1.57301147,2.111284503,2.082425946,1.135426173,1.532865586,3.077224439,3.51275864,0.959883181,1.182273998,11.50098665,9.111757505,8.217952486,0.863725329,1.240584081,2.106678838,NA,1.45193921,NA,8.022896268,9.59503386,4.675903928,4.784745054,2.716717311,3.728573673,3.996242379,4.272615709,1.661071927,1.748196439,1.343548965,1.662306816,1.158413856,3.312255069,3.427254973,0.52687458,0.729973165,1.582903325,2.301307502,0.848749335,1.404187983,0.984192639,1.058607111,2.788047642,2.504217718,7.178005836,5.558434451,NA,NA,3.019889459,4.573415835,3.104595169,5.82962319,9.269143746,NA,1.418641682,0.72364187,1.364778245,NA,0.770525013,3.73375565,5.711397735,3.567267806,44
1964,5.690871733,4.018683333,7.223155235,7.729359027,6.091338652,4.920363715,4.830231684,8.730881999,5.649854503,3.258149464,4.750874457,4.638172085,5.981461646,6.874811419,9.431017749,3.520542308,2.250862141,5.085479026,5.146697077,9.847165596,8.784983951,3.941720439,3.228382588,1.358378231,1.250566186,0.505340449,2.426960629,2.540862398,1.620432634,1.733635764,1.821018325,1.551205136,3.055629289,2.819878456,1.255086663,1.3916675,8.819686066,10.27356791,6.340945672,0.764875007,1.234662452,3.518292572,NA,1.658970403,0.880437055,6.679449033,8.102339725,6.639258294,6.512898297,5.149596546,4.257333701,5.031438944,4.230047123,2.853936812,1.823161338,1.671332988,1.467358307,1.623922214,3.986622359,4.281961083,0.92685386,1.123020091,2.361470529,3.402175388,1.029919616,1.70207794,1.241809337,1.704671771,2.502545232,2.601865724,8.021642117,5.674208615,NA,3.196635528,3.408128229,4.28920345,4.827317608,9.959433178,10.38715134,NA,1.772617133,0.677557634,1.461784514,NA,0.889206219,6.298662628,7.925651424,4.098113548,45
1965,5.618708771,4.342155958,7.911229721,7.006061068,9.696323177,7.637017485,6.285000309,10.67243001,9.683859145,4.435525586,5.963180533,8.176059044,7.370061121,10.32656627,11.66370864,4.691372817,2.567710662,7.120673824,6.516235342,12.17931831,12.72556882,3.920417009,3.597959253,2.083382414,1.686136676,0.700986491,3.756509299,3.414958058,3.364283854,3.642311582,2.962330127,3.491833685,6.735786681,7.552233794,1.567591208,2.125305797,10.63494553,12.86827623,8.871729789,1.773988429,2.251514406,4.290651002,NA,2.859642448,1.582637117,14.64456465,12.22123363,10.09950821,8.477909646,6.11459895,5.140421118,6.18212237,5.544663254,6.039759851,2.981556216,2.579531853,2.430794184,3.266450137,6.481070601,7.491689559,1.92048339,1.855849189,4.303069967,5.724992141,2.411245689,2.311244643,2.0781057,2.471759594,4.133122147,5.299972188,10.1742338,6.440453839,NA,5.14852457,5.739931569,12.95492844,9.548757633,10.20415147,15.29410306,1.691503379,5.152922725,1.315062979,2.313471884,NA,1.893213006,13.61474789,15.10824649,6.037192251,45
1966,5.229220284,4.68403446,6.510337526,5.834236511,6.964971102,4.649369319,5.412399045,8.752235832,8.90608003,4.660781182,4.929052925,6.257399089,6.485281872,7.495794812,8.670451199,4.42184622,3.343908022,6.301762547,6.500015106,10.03875725,10.34753134,3.083113686,3.062220042,1.840570321,1.708733418,0.600057857,2.142111062,1.608469251,3.018778868,2.546698429,3.050101935,2.493701107,4.214645289,6.886523639,1.405499629,1.967918303,8.363640687,8.781901395,6.34313935,1.85189671,2.21737917,5.607203369,NA,2.359311217,1.710557951,11.54901709,10.58526662,6.031946176,5.76871426,5.276565476,5.873824082,6.379902421,6.946792945,3.894918777,1.849126346,1.796008597,2.573841115,2.250560577,6.49882181,5.559924723,1.099721552,1.786497743,2.573524334,3.658866412,1.114577316,1.341604375,1.083454084,1.517861374,4.428744669,3.455441789,7.588065446,4.449068464,NA,5.401311709,6.636823206,6.208479788,6.382860072,9.134689859,13.11705028,2.025746971,2.518764854,0.475740247,1.047868461,NA,1.190125506,10.24971314,13.72425607,4.860782465,45
1967,2.166985188,1.799620322,4.908269403,2.982708854,4.436788833,3.982378373,5.633605927,5.89493788,5.890686758,3.042542717,3.590277443,3.61816639,4.427236658,7.344535781,7.303489289,1.602370877,0.946094563,1.885311617,2.877717691,5.802554391,5.866471379,2.216448656,1.712391408,0.690415712,0.789976428,0.289290681,1.530770793,0.834548508,0.908389719,0.907954186,1.489574559,1.23148818,3.304790388,4.840858557,1.011114757,1.182405387,7.169185592,8.781618135,5.606990929,1.95348966,1.731133481,5.494257113,NA,1.513737042,1.306883456,5.714875782,7.262005013,3.785393764,4.151734359,1.975049722,1.325371956,2.79499669,2.470476259,0.729305197,0.260618363,0.33922832,0.711205259,0.923020667,3.973980932,2.386415464,0.802941421,1.006000607,1.88321642,3.283450893,0.506273432,1.035174007,0.464673559,0.829985069,2.087567302,1.868809038,7.225637141,5.209812372,5.146471171,6.095796812,3.884880021,4.09467495,3.215825391,5.127653628,6.24711841,0.917950607,1.261952593,0.1966181,0.716191615,NA,0.568614999,6.845368498,6.464904211,3.038725926,45
1968,4.088279127,2.558584461,6.628529239,4.540859927,7.384400064,6.041313162,7.390478486,11.01634216,8.980520637,4.954879215,5.49553002,5.902426238,7.060996888,8.869097502,8.227663249,2.262878552,1.829124557,5.433752576,6.284297956,6.985134709,8.190091176,4.509783839,4.684747202,1.692139434,2.132526096,0.589198264,2.39977489,2.259681125,1.844893003,2.284153647,2.819284764,2.663316215,5.740974896,7.231909627,1.745421971,1.50698326,8.501373587,10.96820756,6.158726206,2.75485591,2.714191608,5.539748837,5.657360094,3.336245439,2.849259868,10.52078295,10.83240504,9.488411617,7.915717684,3.894802787,4.855771871,5.773925499,7.242746909,2.631122141,1.599145911,1.512935926,1.993254224,1.872412418,7.566237619,6.425049845,1.653671809,1.942227485,2.777898426,5.973923927,1.472583742,2.131929116,1.243043317,1.570503428,3.289743715,3.588868645,7.0307662,5.874191913,6.244069043,7.926263826,5.527538908,8.449129096,9.893623054,11.21885167,12.9598793,1.819721864,3.105509917,0.970568871,1.517276733,NA,1.387117784,11.69301113,14.30428592,5.144196029,45
1969,4.127005245,2.347589227,7.560111916,6.452396838,7.334728794,8.871291897,7.879524651,12.46765379,11.42408298,4.414554195,5.247127486,6.554520659,6.564483213,10.85083545,8.042834466,3.003008741,1.607420107,6.255860955,6.095185533,6.553581275,8.137038479,4.898273937,4.851512828,1.769003008,1.756193252,0.577277322,2.280334817,2.650380885,1.597739734,1.910749415,2.44579851,2.763554841,6.237184105,7.018644155,2.300740306,2.077263288,9.18642397,11.39695617,7.822563148,3.025192593,3.154102831,8.708355127,9.258258535,3.924684047,3.674320524,12.65871072,13.21241418,9.665049716,7.330635412,4.15297304,3.9914133,6.714075351,5.558093066,1.735569417,1.399022381,1.69008048,2.840435914,2.088361472,6.592192747,4.525771381,1.50912573,2.170166895,4.588343197,5.708047596,1.381919093,1.909845729,1.180864075,1.152274011,4.966172684,4.006097637,7.647216355,6.505419433,9.699713807,11.02732617,7.846731689,11.85173288,11.46570538,9.3173043,11.53878635,1.175499773,3.639889191,1.144850769,1.847599612,NA,1.523663939,10.27549417,12.48952444,5.567447171,45
1970,4.110406137,3.652966911,8.773423534,6.971187774,8.903670955,8.194908023,10.3097793,12.0713245,10.77822645,5.363706323,5.299465936,7.020365775,9.529683877,9.250428517,9.493613464,3.267685892,2.467936669,5.457807174,8.363030283,7.291563572,8.547232778,6.263522422,6.580961344,2.314467057,2.824558477,0.90405986,3.159449683,3.133800039,2.050094078,2.81456805,3.156357284,1.862919456,5.778998951,7.619484178,2.800684251,2.440016123,8.146437612,11.79159871,6.086826513,3.135066653,3.347342166,8.610770592,8.928437357,3.897320829,4.741174838,11.89696946,16.43301569,9.550655787,7.595076369,4.300129766,4.545983416,6.83574364,6.716847337,2.668387222,1.507097393,2.505758299,1.690778235,2.664968267,5.937850679,7.521668214,2.863891012,2.967092326,5.451139212,6.598944903,1.996334602,1.991337953,1.158692394,1.468003241,3.771070226,3.409749782,8.37438577,6.553149358,10.67081728,11.18965329,9.04651018,10.0162975,10.35911869,14.27411711,13.24567837,2.671218395,2.984550646,1.767764308,2.320878289,NA,1.867843045,14.69039683,14.41266223,6.11627392,45
1971,1.517761325,0.625688074,4.643397381,3.547601762,3.688973461,3.816647887,3.453540248,5.776713851,4.583912364,2.662307052,2.072954297,3.738117591,2.742557384,6.444006454,5.087947233,1.086770071,0.382898062,2.010341624,2.005993694,3.701079337,2.946929437,2.046023798,2.330916554,0.371638396,0.656493437,0.381165414,0.569547741,0.8668155,0.777541665,1.496707848,0.531826003,0.384621494,2.456008474,2.697114859,1.805711358,1.414328361,4.739630612,6.163905427,5.062356588,1.822156439,1.846829675,5.998776155,7.042474847,1.372676336,1.388018221,7.513628632,5.386075493,4.37878342,2.537630975,1.781922455,1.517808648,1.597769371,1.591133958,0.530049044,0.272022791,0.012559962,0.020054615,0.020598157,3.054850301,3.482937879,0.609213996,1.045866737,0.76531173,1.535373083,0.541756576,0.806877432,0.240304453,0.413133123,2.481838952,1.876206799,6.030031047,5.478639513,7.032928105,7.193767325,4.385559915,3.784978867,3.946374334,7.480002419,7.925680356,0.992734452,1.14338995,0.468255715,0.76655404,NA,0.494609117,4.562122801,5.451014449,2.696625288,45
1972,4.000157586,2.408976018,6.457289808,6.222665014,7.815474942,7.049749436,7.290459845,7.363532904,7.65526912,2.937718364,2.68220459,5.242212614,5.716482306,8.469797603,6.850287837,1.958616074,1.016077434,3.247511674,3.620056376,6.879157624,6.220989952,2.513641669,1.562482058,0.765406923,0.992870926,0.36787118,1.622668776,1.212569936,1.118515632,1.439519773,1.112869731,1.318989496,4.562924999,3.754663934,1.97093894,1.786020766,7.44488534,9.374641037,6.995456049,2.380890554,1.941096499,5.277646201,7.271550915,2.02451626,1.608117891,9.997199845,7.10491476,6.953080387,4.672088419,3.545695902,2.977605403,5.417857052,4.70919312,1.23622271,0.728505569,0.606745579,0.90639187,1.118051247,4.222009431,3.67191097,1.225122865,0.968247642,2.121462958,2.661109239,0.916598101,1.251295167,0.832879031,0.969414438,3.237257783,2.854418958,7.552306321,6.37641843,6.643631945,7.686843138,6.31437664,7.781206267,7.873606051,8.762572445,11.23835136,1.154275147,1.846420302,0.66247145,0.994123736,NA,1.015738625,8.604742535,9.334425818,4.072932922,45
1973,3.241068861,2.909187012,7.073653084,6.518136686,6.591526108,5.867774744,7.469609502,8.964110037,8.415274334,4.205167635,4.070907483,7.16735232,6.434034874,8.696758977,7.068057795,3.449649377,1.938728645,4.6348402,3.922148397,9.196652862,7.719635498,2.359551699,1.351545488,1.138244448,1.304758622,0.513590829,2.150648351,1.936430608,1.470599149,1.863017556,2.006203078,1.554298405,3.385893668,3.568724481,2.402892719,1.834766594,5.545862777,10.52493096,5.169696567,2.697859861,2.011803119,4.759859112,6.127992842,3.418665729,3.771531059,11.33728406,9.84294861,7.179062477,6.531666568,4.945324934,4.405035455,7.092561843,6.43689002,1.516948057,0.664117519,0.98919302,1.077415542,1.402937387,2.671845374,3.756505375,1.793456498,1.670036953,3.722753844,2.837497711,1.051920843,1.465421553,0.750956395,0.725194717,3.627622941,3.418410412,5.489592339,3.852001274,9.020655461,8.556541059,7.897088867,9.836996358,9.105609286,15.66295372,15.2302297,2.055892916,2.579107158,0.629272683,0.892589991,NA,0.331338131,12.00279046,12.16525292,4.705169332,45
1974,1.709736951,1.707962153,5.830556411,4.888119679,6.11382034,6.029826944,5.812458922,8.852741731,7.905491307,3.921869515,3.311252228,5.865311035,4.142698771,6.81410537,4.955871514,3.191565412,1.173562631,3.034171444,3.200158206,6.361592435,7.006332754,3.756475857,3.891455782,0.919739051,0.805657836,0.465171171,1.079616119,1.039776844,1.005507343,1.710875906,1.506695601,1.658497595,2.526237685,3.402730366,2.714003481,1.884583131,7.663162516,9.572899285,6.967519008,2.481068879,2.339348274,4.728333108,5.221887818,2.191105121,1.986209834,13.37557207,14.92991368,6.160659315,5.167879441,2.70769611,3.518409164,3.811825865,4.113237246,1.532446869,0.852719347,1.300698572,1.294648927,1.569810479,4.400760617,5.109783411,1.216650513,1.232596768,2.074879252,3.020580235,0.992064342,0.894698232,0.557103799,0.503178242,3.51827393,3.264000352,6.469482287,5.223100215,8.674573416,8.26133804,8.230289378,6.933242613,8.829648368,10.32560206,11.54831735,1.668590695,2.350076559,0.678177245,0.875625815,NA,0.412382115,8.50103832,10.03659286,4.180068924,45
1975,5.954219141,3.702423676,9.334960292,9.116592299,8.909495304,7.184988677,7.701420241,10.53832323,9.706164755,4.505042306,4.305452023,9.019982699,7.759715004,10.22402006,11.22369725,4.112502509,3.681639,7.2468862,6.766241247,11.77699088,9.988888978,6.092074335,6.85276856,1.700635866,1.893275689,0.637945537,2.513812141,2.883656431,1.526248001,2.511671005,2.743945187,2.176785298,4.61307757,6.465808914,3.478400675,2.61029804,7.292868866,9.872026914,7.085808453,1.964052437,2.302428495,7.962395001,8.247116862,2.868016516,2.722956839,12.67660286,18.1146902,7.354703165,6.424990418,6.907164246,6.232116287,7.054439933,7.830642104,3.466776003,1.653248589,0.939401672,0.642623924,0.599551966,6.282454119,5.540131186,2.087391448,2.251252612,4.071257555,3.294495324,1.315471121,1.834738886,1.159514654,1.204302082,3.472182977,4.680502913,7.416183561,7.57559076,10.85668411,10.51039278,8.23927093,8.680991836,12.08103294,15.59057408,14.89565197,1.757655718,2.272264906,1.224179613,1.359094927,NA,0.462780223,14.39739412,14.95609539,5.94353725,45
1976,3.869568839,2.425553592,6.793474227,6.567270569,6.365168729,4.775467612,5.691673673,7.008384902,7.184506436,3.817759288,2.72729157,4.067867698,5.137966084,6.850404674,5.12797867,2.189729266,1.83986562,3.630662534,5.162650856,8.313977267,5.988302844,5.095554436,4.900970684,1.003208169,1.680096307,0.740892752,1.550737798,1.270557233,1.381755329,1.733943767,2.115952788,1.635266261,4.873441772,4.555601883,2.789771054,2.186970992,6.699037212,8.625598124,5.635287554,1.713661092,1.273156921,5.614352009,6.901693602,2.127503957,1.953154176,11.4957287,12.20468058,5.713485521,5.367190998,3.392472076,3.995261682,3.722737736,4.945079906,2.328399502,1.177635497,2.349913293,1.717619223,1.208298621,5.243195382,4.828723719,1.392862658,1.581140091,3.798518071,3.836732579,1.054942955,1.311840071,0.491498961,0.704392063,2.563563975,2.19756917,6.598221511,7.09684593,8.244098178,9.542131153,6.080650441,7.574322038,8.731919098,9.856077321,8.588768561,0.93226653,1.233190154,1.424420781,1.20084358,0.187805452,1.015604767,8.381581537,8.371075175,4.221574667,45
1977,4.287986076,1.930530348,5.80615684,6.943514533,4.140464036,5.19148457,4.676888759,5.784268984,7.228762849,3.079533445,1.857699866,4.582539367,3.538250121,4.436301875,3.397207926,2.129502909,1.537336142,2.277435078,3.434639466,5.183897589,4.12125449,3.126359042,2.775593024,0.541282949,0.940426465,0.533856185,1.569904219,1.306484597,0.916845898,1.500624543,1.678234719,1.616939329,2.303878366,2.597914873,2.409111741,1.453493622,4.753945123,6.239667262,3.927341158,1.737262642,1.65572192,5.115317651,7.638105858,1.8592204,2.000824328,6.999255619,7.407686382,6.39159705,5.836385633,2.309917173,2.50126992,4.534065871,4.707487232,1.866192872,0.592964265,1.674118061,0.762245009,0.761423009,4.144598886,3.689729169,1.180281904,1.348645548,2.692053376,2.61007535,1.029297585,0.897245659,0.175221677,0.632044665,2.918820647,1.990510704,5.858370838,4.551225459,8.819968943,9.515840292,5.330280532,6.7031067,6.667145805,8.759826527,7.812613607,0.479920862,0.692322316,1.027440307,0.451925307,0.366355637,2.023491625,6.478082821,6.29896012,3.416712898,45
1978,6.764433032,4.448871653,8.160043265,7.533270351,7.978728934,5.701903095,7.954104078,7.048042275,11.69182071,4.774199652,4.130209318,9.076699149,7.396555534,8.324747244,8.216573841,2.21083638,1.902381876,4.820125317,7.089630986,7.561944741,7.93696217,5.814016549,3.432971097,1.270878599,1.419902499,0.687139552,2.606333689,1.81054658,1.093201808,1.235882488,2.249181083,2.328017395,5.23404999,3.654989149,4.183342754,1.638108044,7.473338034,7.086495749,5.66367596,1.788470826,2.112654126,6.693313374,7.01949246,3.465913353,3.603478806,9.587449865,9.840695666,8.545047332,7.819643431,3.400296839,5.381496497,7.347148454,6.966290442,3.370112164,1.554648163,1.349205488,0.191341564,0.109166871,6.612626457,6.110892709,1.118728476,1.084806146,3.857660198,4.554763586,1.421643217,1.304496159,0.705182712,1.216281624,4.797012409,3.156054611,7.252530827,5.237182299,9.968829524,10.69046865,6.322081688,10.33058466,10.74284281,13.96995497,10.07684413,0.940608592,2.120976789,1.406269803,1.35765193,0.892848164,2.163166076,9.995907191,9.257162928,5.039265284,45
1979,4.867760395,5.249018246,10.03640979,8.558745999,7.380757813,8.28663832,7.56530262,11.11876781,12.34102104,5.161236059,3.374262549,9.704666628,8.229085994,7.026751827,6.836024085,3.465837359,3.082774403,5.868726718,7.065821062,10.26434634,7.786828523,6.502118385,3.90002282,1.869654532,2.184921348,0.711472766,2.196013203,2.410161929,1.595206304,2.265125049,2.825027396,4.12361534,5.115795637,3.637573614,3.40801901,1.632439556,9.889255364,9.792236426,8.11954838,2.593704184,3.088774608,7.092988506,9.067351968,3.463065596,4.288110905,5.941692235,4.852043275,7.971715194,8.487663389,3.584788702,4.462072025,6.808830433,6.865620562,1.817771528,1.622055514,1.560197051,0.661457342,0.54730633,6.150874824,7.563664187,0.278330827,0.710642248,4.582881657,3.993876302,1.094427593,1.129240748,0.956396941,1.007226653,4.845441659,4.164984842,6.233861014,5.482756482,10.15213901,14.21865883,6.868728264,9.612215192,12.01917838,13.2454537,10.81835997,2.336728884,2.225246368,1.777614764,1.693151165,1.458887523,1.696016721,11.15025154,9.625065922,5.371477037,45
1980,3.840193616,3.241753403,5.848180986,6.747557136,5.964465425,6.833700219,5.817942815,9.488530418,12.1898586,3.958778868,2.793990766,5.197680597,6.58685165,7.419783443,8.191066574,1.622065188,1.800382411,6.074312084,7.127535763,8.610032061,8.267209656,5.632932068,5.888896835,1.225817324,2.500271345,0.575148484,1.577006018,2.070698646,1.0972363,2.080594386,2.717089278,2.886548289,3.899832962,3.829647265,3.142226323,2.072546442,6.926570679,6.681751489,5.976656783,1.801822191,2.80877912,6.789267446,8.271630259,3.866340986,3.361830065,8.410377324,8.251533868,6.89559301,6.871571241,2.78214373,4.921659096,4.21242366,5.201984782,2.054208528,1.346395509,1.987216577,1.420633925,0.792435177,7.360061988,7.980331955,0.444254007,1.045918039,2.421677013,4.038924837,0.814168698,0.617807412,0.573222168,0.888284073,3.866754287,3.117675376,6.464094947,5.434293931,11.93386238,14.06055901,5.335621441,8.077552899,8.179866292,9.546641088,8.585119494,1.815532771,1.758840875,1.617741418,1.732459123,0.851969085,1.677278136,8.890164699,7.080130113,4.674275824,45
1981,3.910378396,2.560368856,7.099210286,9.580261236,5.041517713,7.37983051,7.748530455,12.41909345,10.06365485,3.75696868,1.949173137,6.24485039,7.314507776,5.754099609,5.62360411,2.262489501,2.02936852,5.750223315,6.011163005,8.944765654,6.499732183,5.653817301,4.200161028,1.429499203,2.377300959,0.627814951,1.54773628,1.987742687,1.172835214,0.905244792,2.478401472,3.605111361,5.683462248,5.143188584,2.735396915,2.606074242,8.364033982,9.610915165,7.013318424,1.913579239,2.466930456,6.337773802,9.692515487,3.267345776,2.611058527,6.897205475,8.259289967,6.119128694,6.257517675,4.244485232,3.944473207,6.463971532,6.150722131,1.995630289,1.037182064,1.484539809,1.262365815,0.61986341,6.356661021,7.225008786,1.130839343,1.311159229,3.119242969,4.082680736,0.585583134,0.641054838,0.677060508,1.015819454,3.800881749,2.668811989,7.385943183,6.649673818,13.04199587,16.52311772,4.683235278,7.024814528,6.952373424,7.701007772,9.589855553,2.3883043,1.955230168,1.638739873,1.533439278,1.130805327,1.383564353,8.07704666,7.392476983,4.756067274,45
1982,4.230131736,3.892936996,8.643768516,8.053216497,5.818955158,6.607828111,6.545701396,13.54744354,11.41260279,4.136669396,2.632988355,7.741811853,8.077944401,6.903300987,7.021369752,2.317281858,1.588829516,4.744853199,5.530214727,8.609142414,6.84001442,4.585275704,4.471843243,1.718090175,2.114029134,0.91664941,2.593166687,2.475501375,1.316519964,1.599228508,2.71855351,4.11067959,5.987992493,4.908728821,3.664282936,2.342456094,8.819181886,10.10532085,8.388936036,2.652168347,3.200422023,10.70324934,9.861612641,3.428586395,4.543495646,10.10318064,8.262927842,8.800258551,8.990227726,2.273262376,3.209837544,6.4729668,5.986430659,1.435032265,0.745631701,1.97293872,1.851431491,1.069810379,7.355052518,7.625907525,1.779924443,1.69169764,2.868908698,3.871117074,0.648031223,1.175829856,0.66635271,1.113938043,3.84475128,3.389650944,6.955482939,7.11922598,15.44694187,16.31085465,7.276905798,10.1498273,11.34442952,9.730886807,10.75377714,2.995576157,2.234894649,2.158591977,1.910883364,1.220473316,2.217976355,10.78667897,7.533885626,5.35029158,45
1983,5.999091625,4.946264045,8.790824009,9.773768425,6.24930831,7.494152117,8.230621521,14.48451225,15.31353495,5.786352601,1.521213193,9.780331957,6.664525826,5.921600515,6.694640962,3.477185875,2.312856306,6.598136059,5.601371818,10.65027914,9.582360938,5.064638647,6.029869921,2.079551556,1.915942182,0.903944044,3.496978162,2.454404066,2.068503988,1.688228331,3.045260799,3.463273375,7.263027724,4.806792023,3.422384323,2.61184917,11.80332313,11.56693604,9.200846902,3.198467574,3.06359285,12.63715714,10.00457304,4.89228501,5.005960913,10.88792487,15.14616455,7.318837868,9.180874879,3.792460081,3.245758634,6.516493778,6.70373629,1.697741599,1.452872527,1.58939326,1.969110372,1.033769207,8.320284377,9.990386518,2.437295327,1.780029714,4.054678279,4.679063941,1.507971558,1.969208427,0.942551632,1.319186847,4.217059887,3.791080304,6.452386027,6.156787175,12.97102167,12.04083872,6.898664653,13.41589322,15.22706458,12.47520142,10.91992636,3.74035744,3.279799479,2.443294561,2.116090813,1.680224685,2.347846926,14.0954362,12.88353629,6.117804923,45
1984,5.139361324,2.752029637,7.322355889,6.574765797,4.551546229,6.031277761,5.47197298,10.38867613,10.80723108,4.320766451,1.244464988,7.733848145,4.306908693,5.424137666,4.548113089,1.790422435,1.025629078,5.045886058,4.140926259,7.314333327,7.74446086,5.023677505,5.624879215,1.4108948,1.848126084,0.679580469,2.726181452,1.673301462,1.624792383,1.332774715,3.491578897,3.822167913,5.014786515,3.449237723,3.727070706,2.098786832,9.249440334,9.007377954,6.993802389,2.435873971,2.427809389,8.13829846,8.855434267,4.105080631,4.19353745,7.909456779,10.66943128,7.23686766,6.064147932,2.432507532,3.72209594,4.812570558,5.795476384,1.515865073,1.595034079,2.221677912,1.953653347,1.360975143,7.005922042,7.431642842,2.220214504,2.319361585,3.485985907,4.013140403,1.22606378,1.577120784,0.902464469,0.711063702,3.507591982,2.690909085,5.161318901,5.834740665,13.45749147,11.15275233,3.346260593,12.54183252,10.60531968,10.89768398,8.781404321,2.705765638,2.389830138,2.446766794,1.331101599,1.703261955,2.211101508,9.510678222,10.40405119,4.844783995,45
1985,7.594023943,5.275253625,9.526962477,9.805970131,5.862420254,8.775861237,9.232265001,12.25424202,14.3953228,5.871708798,1.751712917,10.65484665,5.781843939,6.893606524,6.902512158,3.120829735,1.845860986,5.359594891,5.180382082,12.07640301,10.81606487,7.747707239,6.954009232,1.911848934,2.185132594,0.891648298,3.692264311,2.141137447,1.944505999,1.892179003,4.016174196,5.034671793,8.040356262,6.285125772,3.946923914,2.152126077,9.448143682,11.79238433,9.752770384,2.782700325,3.054261797,14.35270287,9.517313878,6.628130045,5.42730169,15.56109085,18.63154661,8.084660203,8.120962269,2.863262183,5.035082512,7.150806618,7.534407045,2.068600735,2.179967356,1.456859989,0.964669143,0.915245616,9.77382386,10.19412846,2.913156245,2.5108959,4.281096052,5.6543819,1.793503032,1.910071834,0.808789431,0.980942044,5.930257728,4.421845619,7.293392931,5.821605042,12.40820124,16.33425004,3.939897381,12.79086508,12.00363612,13.36298036,12.04109892,4.131472183,3.283207499,2.33547175,1.793709079,2.199731183,2.220627592,10.42300318,8.743569129,6.361333104,45
1986,8.829480924,4.805998724,8.353677058,11.59260898,7.582887327,7.96943051,7.691152088,12.79603325,12.40292401,5.359235383,1.726680398,10.6068706,7.033754337,6.993737104,6.000564418,3.450737443,1.829799101,6.075789549,7.003368242,12.6495518,11.216308,6.771451388,6.961588939,1.518102696,2.121057288,0.873778016,3.594024765,2.194023715,1.99652113,2.158983845,3.223768963,5.864682591,7.42436665,7.00205932,4.098613844,2.504700282,11.40944277,11.48382924,10.74338042,3.155281586,2.987712322,13.33545641,11.52725124,7.546517352,6.924033058,15.48444737,15.71720515,10.07549881,9.673887011,3.872843876,5.004260693,7.204320371,7.342668525,2.581076442,2.34321645,1.696046742,1.390153682,1.106685335,10.97413286,8.45264527,3.2016757,2.334656649,4.248613142,6.709808208,2.031866827,2.301077729,0.816792111,1.331424553,6.4079459,3.668929028,6.424754015,4.48763423,15.22833254,20.78321587,5.2838959,12.98442988,14.95108932,14.23607208,13.77765367,3.057598475,3.866537839,2.247753454,2.471969881,2.028308556,2.73607651,10.88640172,8.973863795,6.664237739,45
