Year,VUF001A,VUF001B,VUF002A,VUF002B,VUF003A,VUF003B,VUF004A,VUF004B,VUF005A,VUF005B,VUF006A,VUF006B,VUF007A,VUF007B,VUF008A,VUF008B,VUF009A,VUF009B,VUF010A,VUF010B,VUF011A,VUF011B,VUF012A,VUF012B,VUF013A,VUF013B,VUF015A,VUF015B,VUF016A,VUF016B,VUF017A,VUF017B,VUF018A,VUF018B,VUF019A,VUF019B,VUF020A,VUF020B,VUF021A,VUF021B,VUF022A,VUF023A,VUF023B,VUF024A,VUF024B,VUF025A,VUF025B,VUF026A,VUF026B,VUF027A,VUF028A,VUF028B,VUF029A,VUF029B,VUF030A,VUF030B,VUF031A,VUF031B,VUF032A,VUF032B,VUF034A,VUF034B,VUF036A,VUF036B,VUF037A,VUF037B,VUF038A,VUF038B,VUF039A,VUF039B,VUF040A,VUF041A,VUF041B,VUF042A,VUF042B,VUF044A,VUF044B,VUF045A,VUF045B,VUF047A,VUF047B,VUF048A,VUF048B,VUF049A,VUF049B,VUF050A,VUF050B,mean,count
1956,9.090356923,4.180015874,4.279110113,4.037236513,2.924058707,3.647559701,NA,0.792099611,0.915660292,1.121056485,0.9368158,0.912820208,0.540042303,0.631528535,0.128486067,0.162735181,1.068312346,1.428411582,1.716766354,1.254511786,3.192748137,1.031311552,0.468610241,0.204983964,2.199123447,0.947686447,0.696356805,0.633032189,0.383158081,0.72040561,8.305835116,9.020527422,1.04815749,0.62111011,0.108294153,0.049387645,0.578191352,0.485480364,1.156734615,1.194023756,0.130220485,4.025626086,4.64648203,4.215052393,2.581244201,0.742946094,0.512423958,0.645982453,NA,NA,NA,NA,0.461246747,0.36277413,NA,NA,0.200554886,0.022843035,0.946131071,0.786368404,0.473343627,0.500997192,0.762272336,0.437024225,0.723309791,0.246291136,1.853833827,1.361515912,3.598740425,2.353030017,4.291983402,0.997450168,1.002252014,4.013052692,3.676439093,1.126866685,0.934839953,1.845829839,1.377148809,0.051765493,0.097671861,NA,0.908269583,NA,NA,0.175724422,0.045412295,1.635684463,41
1957,2.204353381,1.965878208,2.240673509,3.826139576,1.526284467,2.361489524,NA,0.894024167,0.595701309,0.78378061,0.748199889,0.61336701,0.314075288,0.523795327,0.157503949,0.254247735,1.079463903,1.225509627,1.221568959,0.891865632,1.962634613,1.673157757,0.410830051,0.196989159,1.595282045,0.710567101,0.974700693,0.945370342,0.359748457,0.693425781,5.128489439,5.808728054,0.98469898,0.454563879,0.153135117,0.094791029,0.578533417,0.586756672,0.996012351,1.104613689,0.223641299,4.757759872,5.33702694,3.184862175,2.680323208,0.965609658,0.78074318,0.363482051,NA,NA,NA,NA,0.534181352,0.379673494,NA,NA,0.156425347,0.028505517,0.95562519,0.854686696,0.072107012,0.335786214,0.43004108,0.291882705,0.500483661,0.162967396,2.250376281,2.090357848,0.809199908,0.667139296,3.084798957,0.97262277,0.840651473,2.013082145,1.874971376,0.667403226,0.542463501,0.958693342,0.814384932,0.040512815,0.060300502,NA,0.680984973,NA,NA,0.136847195,0.03421866,1.17371135,41
1958,3.4059107,2.164225352,2.037026886,4.938397404,2.182207229,3.723301231,NA,0.934610616,0.920803493,1.022294829,1.188589445,0.722765661,0.58955511,0.65385154,0.166889623,0.362497403,1.47766638,1.93729527,1.551466237,1.36832095,2.820937374,3.288784671,0.604701676,0.255957569,1.649979624,0.827236071,1.091888479,1.275279099,0.51876098,0.718179205,6.728274972,8.08084612,1.181015677,0.779796525,0.16281542,0.154638841,0.90541961,1.022677125,1.534510398,1.840489751,0.215829393,6.63966721,7.503404763,3.624770648,3.212592563,1.514922507,0.988309511,0.511124683,0.25443392,NA,NA,NA,0.621147279,0.501379275,NA,NA,0.22187491,0.058567675,1.591724758,1.1780047,0.449347803,0.487553138,0.447296425,0.363039556,0.574146753,0.235841185,3.32274643,2.557255369,1.78476669,1.697771207,4.415855483,1.401431378,1.41511748,3.452016396,3.581477298,0.76290876,0.617550366,1.123720135,1.058051993,0.034872283,0.047829587,NA,0.678690901,NA,NA,0.193470396,0.065337883,1.617893759,41
1959,7.374961443,5.318126628,3.631364846,9.954917021,6.288372555,6.506353313,NA,2.043311125,2.245528694,2.599203217,2.299360431,1.626390721,0.998916378,1.090628138,0.479713051,0.685264053,2.480434405,3.145265772,3.142925373,2.543481886,5.096921483,2.60485058,1.291523108,0.503891182,2.80839123,1.663882003,1.598249517,1.856421185,0.41020733,0.578935323,17.42145014,17.18484377,1.982982135,1.127797231,0.304047786,0.222518457,1.212143915,1.225801108,3.387887013,3.376207546,0.38147166,6.949910387,8.789386529,6.853146553,7.437191505,2.290339168,1.653575952,1.08352592,0.644554142,NA,NA,NA,1.307448891,1.051512087,NA,0.668551022,0.337450974,0.117164758,2.613228096,2.305119181,0.910524911,0.888941982,0.959086771,0.60907622,1.083226962,0.519075475,5.191908166,4.29805496,3.206473243,3.362004889,9.529928661,2.864013891,2.573918585,8.211223349,8.048839515,1.350243856,1.305451933,2.432844923,2.347878801,0.05790922,0.110179811,NA,0.940128027,NA,NA,0.416698756,0.152303762,2.989455501,42
1960,5.141427175,4.082276624,3.413698477,6.153505758,3.82274793,4.148166703,1.090967708,1.500120463,2.175917405,1.798072021,2.161138404,1.878094731,1.068614399,1.168375168,0.332490986,0.497326873,2.297433526,2.928025622,2.993085732,1.795399506,4.220022984,3.464871092,1.355321247,0.512111292,3.00919577,1.689280447,1.133787164,1.270293515,0.990140839,1.302378252,12.737554,13.63612738,1.597918134,0.958069469,0.18089526,0.232599602,0.808311329,0.864177685,3.30684172,2.725314566,0.628732344,5.494490383,8.310083069,4.948959537,7.653944383,1.999817275,1.531206732,0.978013545,0.830868319,NA,NA,NA,1.227430212,1.063168527,NA,1.153066649,0.620110004,0.142604454,2.013490701,1.929136674,0.565883219,0.572533266,0.816750233,0.574790335,0.892927718,0.491634035,5.907077968,4.245445488,1.255381245,0.935221721,6.2205661,2.220575433,2.002261047,6.953096804,6.892209293,1.579031513,1.310704277,1.896489916,2.075381594,0.0605268,0.103178462,NA,0.975464842,NA,NA,0.419352281,0.15542856,2.451114149,42
1961,6.257955052,4.2197268,2.800358872,6.092446965,4.578646716,5.411817875,0.374005414,1.62479043,2.149367098,1.870857671,1.334110826,1.318949452,0.88342083,1.138657773,0.38075796,0.485088945,2.06384676,2.503025476,2.572319292,1.795170557,4.832709131,3.900442931,1.558466023,1.028885244,3.769884918,2.039250882,4.679389251,0.917797366,0.705184107,0.713785182,10.38558983,12.206698,1.481146096,1.108204243,0.330924555,0.321270338,0.716254391,1.018655424,2.609270881,2.540357064,0.639976346,4.970981358,6.759308656,4.387096498,6.233520127,2.519412742,1.984203523,0.99151783,0.912826873,NA,NA,NA,1.112537999,1.122011902,NA,1.239290145,0.666656795,0.281977683,2.06109853,2.296471909,0.617244912,0.866301664,0.705064197,0.491103317,0.871249956,0.596137809,5.851311352,4.058688957,2.080751974,2.398306822,9.272716001,2.351476305,2.454234737,6.17691901,6.286380795,1.687802032,1.445953892,1.526352714,1.757440611,0.079368442,0.063656122,NA,0.982772782,NA,NA,0.400352193,0.158561951,2.475981551,42
1962,5.137924482,3.917256024,1.895538165,6.552516956,5.800395806,6.782347257,0.991100459,2.706673998,1.604912869,1.79668261,1.359829551,1.576304428,0.851362619,1.250971027,0.429488448,0.53532983,1.865388869,2.86797889,2.459644994,1.792469002,5.829271681,0.835881438,1.636820423,0.867084927,4.081033474,2.136295884,3.866630584,1.794645462,0.910357923,1.018737939,12.87239999,18.89255464,1.468240585,1.320916473,0.25821925,0.341299561,0.780192553,1.076977272,3.206773864,3.125900464,0.674859608,4.298782036,7.763767275,6.103304732,6.411634533,2.375822144,1.85897461,0.977293451,0.833497642,NA,NA,NA,1.324193779,1.354585406,NA,1.677237413,0.99999139,0.305758903,2.382490862,2.494858479,0.593593706,1.03188176,0.960978604,0.762102569,1.003122412,0.620658585,7.684258026,5.956722991,0.109742679,0.627607822,6.855634229,3.079287817,2.939103239,6.833346253,5.39244948,2.248417897,1.893544106,1.198060437,1.595344603,0.062252561,0.087422873,0.916168614,1.153779659,NA,NA,0.336439087,0.15982363,2.647322797,42
1963,2.672418512,2.021377556,2.534168186,4.581894783,3.02530348,3.310342704,0.850255914,1.322807178,0.909918937,1.298424312,0.806657839,1.051353159,0.393362477,0.513885725,0.291433735,0.3955023,1.216774351,1.663208619,1.296178027,0.972436612,3.739080979,2.92097245,0.723836668,0.385183346,2.49822652,1.086138365,1.67039814,1.592536351,0.986735389,1.137634937,8.482562369,9.6019037,0.89748974,0.860838986,0.183899408,0.213033649,0.516308507,0.709313406,1.983845727,1.893229376,0.755956583,3.923572558,7.194778422,4.155515435,5.254925466,1.796301463,1.468023083,0.524695995,0.555051556,NA,NA,NA,0.955446369,0.957513309,NA,1.854305048,0.999479583,0.12564932,1.086034015,0.948151664,0.291472877,0.412327929,0.56677814,0.376342646,0.66016472,0.404325505,3.682473631,2.300058252,0.054879946,0.157028915,5.96705869,2.429575073,2.515284759,3.290859096,2.642169411,0.900865985,0.88608623,0.856232556,1.120109907,0.066801523,0.131003839,1.045085021,1.124766195,NA,NA,0.437976251,0.201246568,1.70724995,42
1964,4.520787452,2.925232006,2.754248056,5.429247006,2.845409861,3.014411402,0.892085009,1.269851923,1.500329187,1.873745054,1.162487281,1.220457141,0.527759418,0.725251719,0.446033289,0.49817365,1.412663765,1.948712458,1.270887315,1.214542463,4.351708598,3.454809021,0.749732656,0.425919269,2.136674219,1.347091385,2.23781928,1.52078442,0.954582244,0.895371205,14.32505553,14.60431797,1.420874553,1.351483839,0.253345695,0.347009664,0.625940437,0.908798454,3.058693015,2.737211607,0.588555139,5.805192762,10.09704042,6.731427296,7.618167153,2.371262146,2.339740764,0.972313362,0.970234347,NA,NA,NA,0.961896249,0.888519769,NA,1.329426271,0.494729458,0.146164479,1.613519997,1.409370149,0.308434565,0.414300141,0.59990384,0.556228174,0.785379162,0.469688396,4.982119013,3.247282742,2.751315752,2.361531049,10.24906333,3.199476681,2.860620863,4.897946439,4.384621133,1.069732614,1.091561246,1.097091881,1.747582401,0.071612545,0.123965925,1.514230571,1.396103663,NA,NA,1.139925268,0.329811721,2.359834906,42
1965,6.820076985,5.908710087,5.063739739,8.87010703,5.788442591,7.684228309,2.353315043,3.479533943,2.900971569,2.780279089,1.777416279,2.107903055,1.019126073,1.633199207,0.996690034,1.262688657,2.911810187,3.893333278,3.270648363,2.002513185,8.35644228,6.051900075,1.482370958,0.766163962,5.638114004,3.063611163,4.292560741,2.520100001,0.979492358,0.903073412,17.54312359,18.31375103,3.685083412,2.411617483,0.623691309,0.733004618,1.135309249,1.290079853,4.627428415,4.724017301,0.950856922,10.40055486,13.04121047,8.63671112,8.100650655,3.588067638,3.122579012,1.924208006,2.096872068,NA,NA,NA,1.83319187,1.629888081,NA,1.831735678,0.536052145,0.438429744,3.401685166,2.812502219,0.637497752,0.934400659,1.279636763,1.059063037,2.214607456,1.289695603,8.082975866,7.164810503,3.820404977,3.855270328,13.23656787,4.172638061,3.964480467,10.40763103,8.304787092,2.158686972,1.984419797,2.819226659,2.34694246,0.112520772,0.150731241,2.141286462,1.565420532,NA,3.96084227,1.703217073,0.503894696,3.852225853,43
1966,11.50756049,9.317631838,11.59482037,14.42325659,7.019848834,8.550123671,2.159301703,2.890802881,4.186021363,3.923914072,2.49099687,3.093167857,1.148529232,1.835990855,1.088745497,1.282367389,3.499958557,3.121735069,4.17183892,2.463273184,9.769016545,6.513711843,1.530664954,0.893318162,4.750234801,2.550851136,4.238937826,2.849573354,1.903751989,2.399139105,22.6193544,23.51287824,2.917547706,2.760616997,0.573883692,0.657507326,1.125376042,1.548259286,5.519264072,5.106826719,1.510712505,6.511981983,10.0609315,13.0737415,12.19713736,3.503300821,3.77348174,1.990550606,2.582089639,NA,NA,NA,1.811969339,1.407723315,NA,3.309847934,1.370189575,1.665156102,4.493128294,4.337592766,0.929690816,0.863560698,1.235364522,0.799130048,2.280536908,1.424003141,10.84055657,8.61321642,6.821997943,7.854957052,14.49411116,5.010428769,4.684919794,11.53063745,10.73255877,3.282942725,2.564921228,3.033599287,2.663620402,0.095971538,0.123880683,2.991509226,2.850189476,NA,5.551478193,1.94983485,0.801840586,4.769946252,43
1967,11.36981294,9.24363404,14.1538215,11.33603381,6.346936775,8.483553413,2.314390218,2.785059918,3.371205015,3.408450682,2.051564553,2.640526827,1.119179811,1.455598803,1.058396829,1.027926421,2.654054232,2.687620017,3.551040249,2.796315572,7.290994417,5.657114333,0.973996071,0.590888067,4.634361506,2.669650197,3.76598135,2.42193294,1.649324075,1.761430273,21.96705127,21.99376371,1.64327791,2.135821937,0.507448497,0.574906083,0.973715912,1.366668547,4.958482989,3.864637415,1.821109262,8.847900941,10.16455746,9.985042282,9.18271723,2.820805795,2.543753734,1.572852384,2.168761285,NA,NA,NA,1.817754394,1.61403697,NA,2.845403084,1.460489324,1.969901417,2.894051044,2.542954857,1.138120042,0.790421011,1.078880329,0.651628385,1.812832949,1.154896572,11.44192902,8.658648719,6.680059695,9.511309205,15.40415175,4.447268754,4.135697162,9.861448833,10.29621424,3.528682907,2.722219261,2.821313923,2.248366644,0.150349875,0.176926729,2.662260216,2.518076018,NA,4.896128891,1.667691947,1.013213733,4.402163383,43
1968,13.30677483,11.61839563,20.28266338,17.68708028,7.527158212,11.27022736,2.759745905,2.73557441,4.340089014,5.025685678,2.750830555,2.866084057,1.496977377,2.040620135,1.395530562,1.209330776,3.750804611,3.622706068,4.805778348,3.011392639,10.66759676,7.958337708,1.187599107,0.977677443,5.928680231,3.655218562,4.713436464,2.979660677,2.040088135,2.469276949,26.51414897,29.07936537,2.675086315,2.821134635,0.675165487,0.794458141,1.420872622,2.123608659,6.343544089,6.50071339,1.357818883,10.89690339,9.302750238,12.94722454,12.99342222,3.786010328,4.279505508,2.036242065,3.010774195,NA,0.88937887,NA,2.630391534,2.164292162,0.987430968,2.24073378,1.596836385,2.120995941,4.325033115,4.090691993,1.241782605,0.982237498,1.469190605,0.960997568,2.214056042,1.392625942,13.96441691,11.295222,11.39014254,14.62323667,23.10857556,5.6638844,6.400358978,14.43824994,14.25686533,3.630289162,2.843427429,3.580695888,2.703437251,0.213865489,0.233484817,3.4338609,3.088761931,NA,7.01277939,1.749988083,1.248685555,5.712222311,44
1969,15.41623045,15.69397779,22.14443085,23.37731278,9.075372647,14.22662111,3.628778461,3.790446324,7.41812975,6.790526876,4.423272858,4.404082199,1.828094362,2.382663531,1.762834393,1.856352919,4.845727501,5.529473306,5.886301363,4.152543491,12.19086294,8.409358762,1.41443011,1.205444614,6.512864578,4.729645801,6.313763083,4.206311318,1.8232116,2.997255789,36.52821351,42.14501681,4.109616633,3.729320916,0.772831504,0.977090725,1.713513241,2.398249797,11.58524077,10.21390731,1.863024958,8.167167449,6.07369591,16.13837925,16.68019467,5.632244563,6.375255075,3.252730927,3.81287089,NA,1.472734925,0.882915082,3.154020165,2.733060108,1.909304561,3.467883024,1.664758042,1.286302603,6.562940872,5.406641193,1.77278277,1.304987199,1.644478112,1.469831941,1.476706529,1.141308874,17.7597793,13.07416895,16.85534193,18.27077672,24.41200711,8.555363639,8.91497338,18.35822968,16.80644598,4.576232692,4.075164536,5.095000907,3.608467778,0.302437765,0.272818474,4.360595522,2.491018269,NA,9.679533466,1.704143547,1.802323278,7.163886652,44
1970,17.78466574,16.11174037,22.55004805,22.68928585,8.035203475,13.47536285,2.671004205,2.873303756,7.558361544,8.044516547,4.27108738,4.38722473,2.529160351,2.760805533,2.284697734,1.89534291,4.438941438,5.948108673,6.308154003,4.953521141,12.94210071,9.0191965,1.324753149,1.203101038,7.833175375,5.107302828,6.99188887,5.253273761,2.232553999,1.915454752,31.30406368,36.27688142,4.145954931,3.830188024,0.63311372,0.699691476,1.680079127,2.386124941,10.96068613,10.52401384,2.585734387,7.191948458,5.329878625,17.64479379,18.37448341,5.623022199,6.493626469,3.856278915,4.241445874,NA,1.744022534,1.559058312,3.231412072,2.7543967,3.041922736,5.443346646,1.45503683,0.874102182,6.299641631,6.039260291,1.872849011,1.386423851,1.501543191,1.345128135,1.82109678,1.716401759,18.30603705,14.46486598,18.07229776,16.7621532,24.09999349,7.7858612,9.564142387,18.3444704,15.43182353,5.399183584,4.443167778,4.790937909,3.290317419,0.235323906,0.287181649,3.622475659,2.515125404,NA,11.45484963,1.340530424,1.639635317,7.213074859,44
1971,10.64236874,9.188108688,11.81272314,8.920178253,6.211910041,8.305718223,1.361756427,2.897751056,3.66887333,4.316274719,1.839087576,2.705983048,1.592636183,1.681304481,1.140966197,1.158170591,2.574994841,3.873552426,5.196677135,3.438056664,6.584346048,4.534670763,0.602169007,0.716338026,4.709885621,2.781155176,3.69524831,2.929377284,2.405874591,1.412408396,22.05585578,23.16198789,1.821258866,1.756563639,0.331984935,0.292995328,1.030202329,1.234578209,5.515401996,5.25653554,2.308597376,4.012177686,1.445462463,10.32720234,9.320069913,3.213262787,3.734491249,2.093961076,2.460188879,NA,1.215025978,1.227328689,2.751907571,2.348510396,2.152940678,5.245749961,1.083728626,1.133227601,3.021802219,3.465830032,2.354235545,1.320440014,1.547782835,1.199415242,1.448581393,1.278861303,11.33436541,9.526184574,14.18064489,11.29381372,16.26932599,4.984642768,5.179077796,9.32172782,11.02194836,4.027500425,3.348832705,2.774343727,2.202998031,0.095539467,0.129937161,2.699591926,3.308080982,NA,7.238206098,0.791952279,1.336580675,4.448611837,44
1972,12.60645249,10.0425106,14.53369434,14.15203863,7.993298991,11.81376408,1.5478141,3.048267231,5.222033694,6.706991515,2.770392443,3.998907154,2.392973269,2.427842271,1.562534081,1.645467797,3.573119231,5.107232341,7.068117885,4.777077031,9.690134682,7.21843308,1.304124135,1.553284069,6.889402083,4.077420519,5.852119992,4.282446869,2.477232629,1.786794749,30.73166825,29.55069614,2.792209807,2.564380215,0.873198454,0.710399295,1.812426309,2.140735068,6.036606981,7.58271472,0.698784255,6.030657764,2.332406796,11.19339369,11.56879133,5.632944525,5.684892775,3.572100427,3.968099372,NA,1.877490674,1.810174607,2.905888271,3.032327896,2.518567539,6.53816102,1.01311767,1.626799412,3.787060624,4.653486213,2.337902197,2.276246957,2.161896806,1.852346884,2.007618512,2.078528038,16.06792163,14.75559378,21.78455636,19.04882236,18.64716727,6.313453286,7.868115473,12.71369005,15.04332619,4.807036196,4.065745347,4.467590094,3.691150694,0.194293334,0.241906212,3.713122576,4.182605848,NA,10.24653955,1.289340736,2.384495283,6.089448397,44
1973,11.05621299,9.137454539,18.02706386,22.12978867,8.267673679,11.50500724,0.996534404,1.705888866,7.980066108,8.692893786,1.305106895,1.511515694,2.314928954,2.210395165,1.375566899,1.330476075,3.415926379,6.027844796,6.023102967,4.142760001,8.534838372,7.235572549,1.133071169,1.401343783,5.495382206,4.141399086,4.893508792,5.184084819,3.271964849,2.423778563,39.18926706,36.66698592,1.901884993,2.149071757,0.598375659,0.308909134,1.753230858,1.552377711,7.483113554,8.433313759,0.702085478,5.659060903,2.657332608,12.15915617,12.82333248,3.470135866,4.648398553,1.502139742,1.489691724,NA,1.573825098,1.606672506,2.364900145,2.558030474,2.81479646,4.528368873,1.47724706,1.219864348,3.648696964,5.615384305,1.8381426,1.145982639,1.451851389,1.256157514,1.703632197,1.800673908,13.0394744,13.9172842,21.27539383,16.8375342,22.17571703,6.710124601,9.420419059,12.9859674,12.63449857,3.485447956,3.371477742,3.855427492,2.459330853,0.267749,0.29581326,3.788289936,5.401800218,NA,9.873055694,1.56530434,2.491077712,6.123228589,44
1974,6.821367986,6.79275384,8.167193436,10.9662249,6.210778182,8.134361782,1.100611369,1.558551941,3.717093353,4.323022128,0.587339005,1.158444893,1.559183802,1.679348778,1.038837445,0.92092512,2.346506439,4.163555512,4.599214607,2.630894084,6.369998973,6.19315844,1.187278112,1.726511397,6.041922175,5.804482909,4.223485446,4.581456591,1.878574798,1.238384947,23.60538096,22.8688177,1.40148443,1.858933967,0.30369373,0.164129737,1.297207153,1.0129853,4.594287549,4.761654275,0.823573058,8.356500327,4.19824437,7.066624733,8.049178852,1.666317143,2.662485511,1.469286363,1.132064681,NA,1.304487758,1.546037881,3.033453805,2.82366469,2.488183174,4.379896378,1.12541025,1.13842993,3.984812254,5.365796789,2.659760476,1.024112765,1.634217249,1.718718869,1.461459581,1.47078223,12.67168959,12.17517299,17.58167677,18.24394512,21.23210453,3.982210912,5.226050091,10.72484186,10.59229389,3.899533998,3.983182291,2.708700382,1.984053731,0.198948513,0.30436285,2.750365752,4.082914612,NA,8.395208009,1.855262141,2.066318008,4.668616145,44
1975,10.55401431,11.5899758,9.153624157,11.4361119,9.580103217,11.98563637,2.166947831,2.783673557,6.769041169,6.777028132,1.183403377,1.594019579,3.356504611,3.68382418,1.828895742,1.507043125,4.541386724,6.960379692,6.986301737,4.217160779,9.718625395,11.3921347,1.39830289,2.385181895,8.277657251,8.384525017,7.374089302,7.122267556,1.650857533,1.21849445,31.37656065,29.24080717,2.66526887,3.603015323,0.469908422,0.399908585,2.446148042,2.227931626,6.917754982,8.67341593,0.794124997,8.238367709,6.152411553,10.44785693,12.89935526,3.624023549,5.617618095,2.395157851,2.819024482,NA,2.001278294,1.895538959,4.076536686,3.643921361,3.198921898,5.687894635,1.343743251,1.958186266,5.285076074,5.685317553,3.371788582,1.622535321,1.528423453,1.784111417,2.276718813,2.841604845,18.13915606,17.52544261,20.724945,25.50996793,26.14606679,7.816816014,10.1947123,17.03819266,16.19457232,6.480984783,5.815393493,4.91666657,4.560860789,0.434190963,0.4341381,4.25550055,4.511314145,NA,12.06096143,2.245666047,2.656675771,6.758231691,44
1976,7.255185909,8.675707458,10.88726103,11.21646185,7.567250055,8.41788863,1.787579935,2.377232822,5.058536519,5.01847192,0.955114134,0.9952408,1.605087729,1.672296615,1.218330551,0.971599099,2.835266722,4.452458517,6.154760115,3.448047479,6.496964651,7.155118433,0.623091216,1.134509579,5.00051111,6.657338601,5.545131128,5.881164082,2.294108144,1.50248819,30.02101493,26.60556329,1.786354079,2.571975798,0.391642598,0.267452349,1.549282807,1.254870345,4.993336493,7.17542746,0.948204859,8.947478663,7.798946563,10.25663625,10.49503718,3.932797207,3.857683821,1.891138124,2.291367425,NA,0.973181517,1.546793629,2.736685856,2.494268911,2.45506133,4.69572315,2.259452597,1.585602408,3.666630561,4.247905976,3.288406365,1.807854555,1.310307253,1.510119186,1.706856,1.879984205,10.1910874,10.67551521,17.10097593,18.44450713,19.1435264,5.885388077,7.844724557,10.56533482,11.88034468,3.220590823,2.936642497,2.601391092,2.701795822,0.272116272,0.29200089,2.972474138,2.550579608,NA,3.30913157,1.518989502,1.798871243,5.129026287,44
1977,5.061415946,7.275991292,8.94053533,9.196235115,6.543975817,8.096806918,2.292860531,2.807516817,4.175892482,4.539765719,1.131810713,1.33973107,1.659085053,1.998654223,1.184282054,1.00867574,2.150814915,3.831243567,5.800128363,3.042022206,5.20953527,5.851685403,0.418521861,0.732870011,5.251373441,6.420920477,5.956361101,6.684161219,1.783583989,1.291660865,26.05082854,23.09355518,2.129414982,2.550177057,0.416917062,0.302478941,1.673939178,1.77384826,5.201633882,4.431867851,0.640975913,9.234515548,8.525592515,9.812470557,10.63265485,4.60154795,3.828340799,1.630254813,2.495751217,NA,1.073289636,1.242595378,3.068240471,3.51209515,4.367978748,5.285457685,1.359832489,1.703088892,2.877725924,4.622654053,3.336740713,1.789950706,1.129058479,1.282403293,1.553139205,2.011234741,11.14214918,13.15117489,18.62819424,20.45164809,20.16710167,4.824104493,6.896548292,10.99570765,10.83560715,1.411497467,2.536402838,2.610756518,3.50080204,0.363887506,0.400286137,3.492160587,2.847639204,NA,5.747637832,1.311338063,1.582050275,4.986083086,44
1978,7.366792455,11.06325062,9.922503213,11.7222108,9.21602141,9.656901715,2.819978495,3.043301497,5.596638313,6.687469611,2.220793507,1.963666362,3.216608344,2.826938904,1.337392044,1.060092268,2.773838327,5.315484569,6.64557875,5.168836351,8.228797505,9.516029583,0.862267318,1.446849522,7.692903778,9.076009741,6.67708971,7.595722877,1.66417427,1.38567589,30.86899847,23.17443343,3.012113032,3.224564245,0.747338544,0.542859201,2.047472539,2.21962491,8.083045057,5.765514048,0.819026338,11.96743454,7.100240729,9.983438898,10.82765294,4.944383909,4.639603252,2.09306098,3.262746758,NA,1.28050206,1.171445648,4.364762636,4.184236567,5.574966331,1.114462066,1.266197235,2.097073279,4.660048205,6.476731576,3.491885829,2.031806827,1.587448459,1.669441483,2.346861797,2.370876676,11.5818134,14.34237577,19.63385633,24.71358594,26.81223896,6.704647873,9.882360858,16.03761273,14.82885466,2.048982949,3.501589759,4.232884694,5.325931186,0.615603546,0.68089555,4.931677261,3.722571776,NA,7.206976551,2.052214263,2.472712953,6.189547097,44
1979,9.949306262,17.06346696,12.30421794,13.01392878,11.44281307,11.82502121,3.623274816,4.48250291,7.597799322,8.373741047,3.467403964,2.990526582,4.188880651,3.459395867,1.838642072,1.742779537,3.319758152,6.785982692,7.159724041,7.186758113,9.020014569,11.20778836,1.124025353,2.474041348,11.413742,11.27903849,8.594069539,7.988990612,2.161746832,1.674047661,34.46781092,27.30380016,4.494651452,4.400728462,0.838944155,0.855059186,3.533133323,3.385846074,10.94579378,10.48966913,1.245994925,12.43514188,8.724958932,11.47409205,14.74169237,7.942754582,6.439899731,3.210996006,4.462045332,NA,2.165342408,1.955169969,5.561132125,5.100427603,6.038717717,1.752943305,1.677670628,2.491535518,6.97875703,8.492068083,4.490227721,3.088154274,2.293502347,3.356498346,3.062000735,3.164085028,14.25562357,18.58172243,23.98080768,31.73910553,31.02514257,6.730199432,10.73803315,18.91194314,15.89555346,2.344655177,4.822517843,6.31183222,6.392072769,0.549965197,0.595758064,5.249032058,4.167671764,NA,12.26257168,2.337930209,2.901378711,7.783625773,44
1980,8.102898487,12.78456456,8.335616331,7.905633415,15.60835716,13.34698937,3.430137956,3.714470003,6.366702408,6.785219982,2.551035828,2.040347816,3.030712428,2.534867568,1.678350844,1.696028248,3.166627949,5.312955882,8.107802118,8.583157806,7.344242202,8.731087286,1.123148289,2.354258656,10.95341372,12.72532776,5.995807173,6.666827634,2.538256744,3.508596256,30.46992199,23.46262361,2.868086088,2.817365446,0.543385638,0.569648065,2.573685993,2.206193325,8.857131808,7.908552699,2.055435445,12.47920745,10.30745999,8.034788007,9.856682617,6.849232673,5.849584986,3.240519891,4.295537514,NA,1.633778701,1.537925303,5.074820288,4.904941391,5.68847107,2.93109163,2.299630805,2.010109569,6.348613306,6.930464679,5.88659775,2.740367875,2.383586301,2.733796523,2.058675714,2.855345869,13.64558405,16.56698538,18.94216564,21.30671163,23.80017499,5.984014709,8.751597509,16.79098218,14.02964185,2.405539274,5.292894116,5.153419009,6.070224398,0.492573208,0.473952047,4.188975645,2.907143214,9.628431996,10.97470646,1.797830715,2.176978058,6.763572418,44
