"","tree","year","dbh"
"2012","VLF017",1943,NA
"2013","VLF018",1943,NA
"2014","VLF019",1943,NA
"2015","VLF020",1943,NA
"2016","VLF021",1943,NA
"2017","VLF022",1943,NA
"2018","VLF023",1943,NA
"2019","VLF025",1943,NA
"2020","VLF051",1943,NA
"2021","VLF052",1943,NA
"2022","VLF053",1943,NA
"2023","VLF054",1943,NA
"2024","VLF055",1943,NA
"2025","VLF057",1943,NA
"2026","VLF058",1943,NA
"2027","VLF059",1943,NA
"2028","VLF061",1943,NA
"2029","VLF062",1943,NA
"2030","VLF063",1943,NA
"2031","VLF064",1943,NA
"2032","VLF065",1943,14.83
"2033","VLF066",1943,NA
"2034","VLF067",1943,16.717
"2035","VLF068",1943,NA
"2036","VLF069",1943,15.403
"2037","VLF070",1943,NA
"2038","VLF072",1943,NA
"2039","VLF073",1943,NA
"2040","VLF074",1943,18.7725
"2041","VLF075",1943,NA
"2042","VLF101",1943,NA
"2043","VLF102",1943,NA
"2044","VLF104",1943,17.992
"2045","VLF105",1943,19.593
"2046","VLF106",1943,NA
"2047","VLF107",1943,NA
"2048","VLF108",1943,NA
"2049","VLF109",1943,21.942
"2050","VLF112",1943,NA
"2051","VLF113",1943,NA
"2052","VLF114",1943,NA
"2053","VLF115",1943,NA
"2054","VLF116",1943,NA
"2055","VLF117",1943,7.322
"2056","VLF118",1943,14.886
"2057","VLF119",1943,NA
"2058","VLF120",1943,NA
"2059","VLF121",1943,NA
"2060","VLF122",1943,15.2715
"2061","VLF123",1943,NA
"2062","VLF124",1943,NA
"2063","VLF125",1943,NA
"2064","VLF126",1943,NA
"2065","VLF127",1943,NA
"2066","VLF128",1943,NA
"2067","VLF129",1943,17.43
"2068","VLF130",1943,NA
"2069","VLF131",1943,NA
"2070","VLF132",1943,NA
"2071","VLF133",1943,NA
"2072","VLF134",1943,NA
"2073","VLF135",1943,NA
"2074","VLF136",1943,17.131
"2075","VLF137",1943,11.555
"2076","VLF138",1943,10.609
"2077","VLF139",1943,16.3755
"2078","VLF140",1943,21.4345
"2079","VLF141",1943,NA
"2080","VLF142",1943,NA
"2081","VLF143",1943,23.149
"2082","VLF145",1943,25.955
"2083","VLF146",1943,NA
"2084","VLF147",1943,NA
"2085","VLF149",1943,NA
"2086","VLF150",1943,27.141
"2087","VLF218",1943,14.886
"2088","VLF224",1943,NA
"2089","VLF227",1943,NA
"2090","VLF254",1943,NA
"2091","VLF255",1943,NA
"2092","VLF266",1943,NA
"2093","VLF268",1943,NA
"2094","VLF270",1943,NA
"2095","VLF354",1943,NA
"2096","VLF355",1943,NA
"2097","VLF368",1943,NA
"2098","VLF454",1943,NA
"2099","VLF554",1943,NA
"2100","X",1943,NA
"2101","VLF001",1944,NA
"2102","VLF004",1944,16.998
"2103","VLF005",1944,15.474
"2104","VLF007",1944,19.7505
"2105","VLF008",1944,13.671
"2106","VLF009",1944,NA
"2107","VLF010",1944,13.7535
"2108","VLF011",1944,19.6715
"2109","VLF012",1944,16.2135
"2110","VLF015",1944,NA
"2111","VLF016",1944,NA
"2112","VLF017",1944,NA
"2113","VLF018",1944,NA
"2114","VLF019",1944,NA
"2115","VLF020",1944,NA
"2116","VLF021",1944,NA
"2117","VLF022",1944,NA
"2118","VLF023",1944,NA
"2119","VLF025",1944,NA
"2120","VLF051",1944,NA
"2121","VLF052",1944,NA
"2122","VLF053",1944,NA
"2123","VLF054",1944,NA
"2124","VLF055",1944,NA
"2125","VLF057",1944,NA
"2126","VLF058",1944,NA
"2127","VLF059",1944,NA
"2128","VLF061",1944,NA
"2129","VLF062",1944,NA
"2130","VLF063",1944,NA
"2131","VLF064",1944,NA
"2132","VLF065",1944,15.112
"2133","VLF066",1944,NA
"2134","VLF067",1944,16.9315
"2135","VLF068",1944,NA
"2136","VLF069",1944,15.682
"2137","VLF070",1944,9.567
"2138","VLF072",1944,NA
"2139","VLF073",1944,NA
"2140","VLF074",1944,19.2735
"2141","VLF075",1944,NA
"2142","VLF101",1944,NA
"2143","VLF102",1944,NA
"2144","VLF104",1944,18.1875
"2145","VLF105",1944,19.814
"2146","VLF106",1944,NA
"2147","VLF107",1944,NA
"2148","VLF108",1944,NA
"2149","VLF109",1944,22.199
"2150","VLF112",1944,NA
"2151","VLF113",1944,NA
"2152","VLF114",1944,NA
"2153","VLF115",1944,NA
"2154","VLF116",1944,NA
"2155","VLF117",1944,7.452
"2156","VLF118",1944,15.0385
"2157","VLF119",1944,NA
"2158","VLF120",1944,NA
"2159","VLF121",1944,NA
"2160","VLF122",1944,15.4355
"2161","VLF123",1944,NA
"2162","VLF124",1944,NA
"2163","VLF125",1944,NA
"2164","VLF126",1944,NA
"2165","VLF127",1944,NA
"2166","VLF128",1944,NA
"2167","VLF129",1944,17.728
"2168","VLF130",1944,NA
"2169","VLF131",1944,NA
"2170","VLF132",1944,NA
"2171","VLF133",1944,NA
"2172","VLF134",1944,NA
"2173","VLF135",1944,NA
"2174","VLF136",1944,17.309
"2175","VLF137",1944,11.665
"2176","VLF138",1944,10.7555
"2177","VLF139",1944,16.5445
"2178","VLF140",1944,21.5875
"2179","VLF141",1944,NA
"2180","VLF142",1944,NA
"2181","VLF143",1944,23.4395
"2182","VLF145",1944,26.0325
"2183","VLF146",1944,NA
"2184","VLF147",1944,NA
"2185","VLF149",1944,NA
"2186","VLF150",1944,27.492
"2187","VLF218",1944,15.0385
"2188","VLF224",1944,NA
"2189","VLF227",1944,NA
"2190","VLF254",1944,NA
"2191","VLF255",1944,NA
"2192","VLF266",1944,NA
"2193","VLF268",1944,NA
"2194","VLF270",1944,9.567
"2195","VLF354",1944,NA
"2196","VLF355",1944,NA
"2197","VLF368",1944,NA
"2198","VLF454",1944,NA
"2199","VLF554",1944,NA
"2200","X",1944,NA
"2201","VLF001",1945,NA
"2202","VLF004",1945,17.1655
"2203","VLF005",1945,14.8975
"2204","VLF007",1945,20.1585
"2205","VLF008",1945,13.887
"2206","VLF009",1945,NA
"2207","VLF010",1945,13.9245
"2208","VLF011",1945,19.8795
"2209","VLF012",1945,16.3995
"2210","VLF015",1945,NA
"2211","VLF016",1945,NA
"2212","VLF017",1945,NA
"2213","VLF018",1945,NA
"2214","VLF019",1945,NA
"2215","VLF020",1945,NA
"2216","VLF021",1945,NA
"2217","VLF022",1945,NA
"2218","VLF023",1945,NA
"2219","VLF025",1945,NA
"2220","VLF051",1945,15.666
"2221","VLF052",1945,NA
"2222","VLF053",1945,NA
"2223","VLF054",1945,NA
"2224","VLF055",1945,NA
"2225","VLF057",1945,NA
"2226","VLF058",1945,NA
"2227","VLF059",1945,NA
"2228","VLF061",1945,NA
"2229","VLF062",1945,NA
"2230","VLF063",1945,NA
"2231","VLF064",1945,NA
"2232","VLF065",1945,15.319
"2233","VLF066",1945,NA
"2234","VLF067",1945,17.084
"2235","VLF068",1945,NA
"2236","VLF069",1945,15.941
"2237","VLF070",1945,9.747
"2238","VLF072",1945,NA
"2239","VLF073",1945,NA
"2240","VLF074",1945,19.6315
"2241","VLF075",1945,NA
"2242","VLF101",1945,NA
"2243","VLF102",1945,NA
"2244","VLF104",1945,18.4245
"2245","VLF105",1945,20.0315
"2246","VLF106",1945,NA
"2247","VLF107",1945,NA
"2248","VLF108",1945,NA
"2249","VLF109",1945,22.4185
"2250","VLF112",1945,NA
"2251","VLF113",1945,NA
"2252","VLF114",1945,NA
"2253","VLF115",1945,NA
"2254","VLF116",1945,12.373
"2255","VLF117",1945,7.564
"2256","VLF118",1945,15.1425
"2257","VLF119",1945,NA
"2258","VLF120",1945,NA
"2259","VLF121",1945,NA
"2260","VLF122",1945,15.538
"2261","VLF123",1945,NA
"2262","VLF124",1945,NA
"2263","VLF125",1945,NA
"2264","VLF126",1945,NA
"2265","VLF127",1945,NA
"2266","VLF128",1945,NA
"2267","VLF129",1945,17.969
"2268","VLF130",1945,NA
"2269","VLF131",1945,NA
"2270","VLF132",1945,NA
"2271","VLF133",1945,NA
"2272","VLF134",1945,NA
"2273","VLF135",1945,NA
"2274","VLF136",1945,17.521
"2275","VLF137",1945,11.802
"2276","VLF138",1945,10.896
"2277","VLF139",1945,16.6885
"2278","VLF140",1945,21.772
"2279","VLF141",1945,NA
"2280","VLF142",1945,NA
"2281","VLF143",1945,23.731
"2282","VLF145",1945,26.329
"2283","VLF146",1945,NA
"2284","VLF147",1945,NA
"2285","VLF149",1945,NA
"2286","VLF150",1945,27.807
"2287","VLF218",1945,15.1425
"2288","VLF224",1945,NA
"2289","VLF227",1945,NA
"2290","VLF254",1945,NA
"2291","VLF255",1945,NA
"2292","VLF266",1945,NA
"2293","VLF268",1945,NA
"2294","VLF270",1945,9.747
"2295","VLF354",1945,NA
"2296","VLF355",1945,NA
"2297","VLF368",1945,NA
"2298","VLF454",1945,NA
"2299","VLF554",1945,NA
"2300","X",1945,NA
"2301","VLF001",1946,NA
"2302","VLF004",1946,17.264
"2303","VLF005",1946,15.094
"2304","VLF007",1946,20.3965
"2305","VLF008",1946,14.038
"2306","VLF009",1946,17.672
"2307","VLF010",1946,14.037
"2308","VLF011",1946,20.029
"2309","VLF012",1946,16.5085
"2310","VLF015",1946,NA
"2311","VLF016",1946,NA
"2312","VLF017",1946,NA
"2313","VLF018",1946,20.544
"2314","VLF019",1946,NA
"2315","VLF020",1946,NA
"2316","VLF021",1946,NA
"2317","VLF022",1946,16.988
"2318","VLF023",1946,NA
"2319","VLF025",1946,20.153
"2320","VLF051",1946,15.8885
"2321","VLF052",1946,NA
"2322","VLF053",1946,NA
"2323","VLF054",1946,NA
"2324","VLF055",1946,NA
"2325","VLF057",1946,NA
"2326","VLF058",1946,NA
"2327","VLF059",1946,NA
"2328","VLF061",1946,NA
"2329","VLF062",1946,NA
"2330","VLF063",1946,NA
"2331","VLF064",1946,NA
"2332","VLF065",1946,15.422
"2333","VLF066",1946,NA
"2334","VLF067",1946,17.1775
"2335","VLF068",1946,NA
"2336","VLF069",1946,16.114
"2337","VLF070",1946,9.869
"2338","VLF072",1946,NA
"2339","VLF073",1946,NA
"2340","VLF074",1946,19.849
"2341","VLF075",1946,NA
"2342","VLF101",1946,NA
"2343","VLF102",1946,NA
"2344","VLF104",1946,18.6105
"2345","VLF105",1946,20.243
"2346","VLF106",1946,NA
"2347","VLF107",1946,NA
"2348","VLF108",1946,20.341
"2349","VLF109",1946,22.5845
"2350","VLF112",1946,18.278
"2351","VLF113",1946,NA
"2352","VLF114",1946,NA
"2353","VLF115",1946,NA
"2354","VLF116",1946,12.525
"2355","VLF117",1946,7.64
"2356","VLF118",1946,15.249
"2357","VLF119",1946,NA
"2358","VLF120",1946,NA
"2359","VLF121",1946,NA
"2360","VLF122",1946,15.6645
"2361","VLF123",1946,27.2815
"2362","VLF124",1946,NA
"2363","VLF125",1946,NA
"2364","VLF126",1946,NA
"2365","VLF127",1946,NA
"2366","VLF128",1946,NA
"2367","VLF129",1946,18.205
"2368","VLF130",1946,NA
"2369","VLF131",1946,14.485
"2370","VLF132",1946,NA
"2371","VLF133",1946,NA
"2372","VLF134",1946,NA
"2373","VLF135",1946,NA
"2374","VLF136",1946,17.709
"2375","VLF137",1946,11.915
"2376","VLF138",1946,11.0355
"2377","VLF139",1946,16.786
"2378","VLF140",1946,21.932
"2379","VLF141",1946,NA
"2380","VLF142",1946,NA
"2381","VLF143",1946,24.0175
"2382","VLF145",1946,26.6395
"2383","VLF146",1946,NA
"2384","VLF147",1946,NA
"2385","VLF149",1946,NA
"2386","VLF150",1946,28.0415
"2387","VLF218",1946,15.249
"2388","VLF224",1946,NA
"2389","VLF227",1946,NA
"2390","VLF254",1946,NA
"2391","VLF255",1946,NA
"2392","VLF266",1946,NA
"2393","VLF268",1946,NA
"2394","VLF270",1946,9.869
"2395","VLF354",1946,NA
"2396","VLF355",1946,NA
"2397","VLF368",1946,NA
"2398","VLF454",1946,NA
"2399","VLF554",1946,NA
"2400","X",1946,NA
"2401","VLF001",1947,NA
"2402","VLF004",1947,17.422
"2403","VLF005",1947,15.3475
"2404","VLF007",1947,20.7055
"2405","VLF008",1947,14.239
"2406","VLF009",1947,17.9005
"2407","VLF010",1947,14.1905
"2408","VLF011",1947,20.21
"2409","VLF012",1947,16.6595
"2410","VLF015",1947,NA
"2411","VLF016",1947,NA
"2412","VLF017",1947,NA
"2413","VLF018",1947,20.4825
"2414","VLF019",1947,NA
"2415","VLF020",1947,NA
"2416","VLF021",1947,NA
"2417","VLF022",1947,17.23
"2418","VLF023",1947,NA
"2419","VLF025",1947,22.1515
"2420","VLF051",1947,16.2845
"2421","VLF052",1947,NA
"2422","VLF053",1947,NA
"2423","VLF054",1947,NA
"2424","VLF055",1947,NA
"2425","VLF057",1947,NA
"2426","VLF058",1947,NA
"2427","VLF059",1947,NA
"2428","VLF061",1947,NA
"2429","VLF062",1947,NA
"2430","VLF063",1947,6.419
"2431","VLF064",1947,20.944
"2432","VLF065",1947,15.544
"2433","VLF066",1947,NA
"2434","VLF067",1947,17.293
"2435","VLF068",1947,NA
"2436","VLF069",1947,16.311
"2437","VLF070",1947,10.012
"2438","VLF072",1947,NA
"2439","VLF073",1947,NA
"2440","VLF074",1947,20.0495
"2441","VLF075",1947,NA
"2442","VLF101",1947,NA
"2443","VLF102",1947,NA
"2444","VLF104",1947,18.871
"2445","VLF105",1947,20.523
"2446","VLF106",1947,NA
"2447","VLF107",1947,NA
"2448","VLF108",1947,20.605
"2449","VLF109",1947,22.819
"2450","VLF112",1947,18.625
"2451","VLF113",1947,NA
"2452","VLF114",1947,NA
"2453","VLF115",1947,NA
"2454","VLF116",1947,12.723
"2455","VLF117",1947,7.763
"2456","VLF118",1947,15.4575
"2457","VLF119",1947,14.0225
"2458","VLF120",1947,NA
"2459","VLF121",1947,NA
"2460","VLF122",1947,15.8465
"2461","VLF123",1947,27.5985
"2462","VLF124",1947,NA
"2463","VLF125",1947,NA
"2464","VLF126",1947,NA
"2465","VLF127",1947,NA
"2466","VLF128",1947,NA
"2467","VLF129",1947,18.87
"2468","VLF130",1947,NA
"2469","VLF131",1947,14.857
"2470","VLF132",1947,NA
"2471","VLF133",1947,13.12
"2472","VLF134",1947,NA
"2473","VLF135",1947,NA
"2474","VLF136",1947,18.062
"2475","VLF137",1947,12.1125
"2476","VLF138",1947,11.21
"2477","VLF139",1947,16.991
"2478","VLF140",1947,22.1575
"2479","VLF141",1947,NA
"2480","VLF142",1947,NA
"2481","VLF143",1947,24.42
"2482","VLF145",1947,26.9925
"2483","VLF146",1947,NA
"2484","VLF147",1947,NA
"2485","VLF149",1947,12.06
"2486","VLF150",1947,28.3445
"2487","VLF218",1947,15.4575
"2488","VLF224",1947,NA
"2489","VLF227",1947,NA
"2490","VLF254",1947,NA
"2491","VLF255",1947,NA
"2492","VLF266",1947,NA
"2493","VLF268",1947,NA
"2494","VLF270",1947,10.012
"2495","VLF354",1947,NA
"2496","VLF355",1947,NA
"2497","VLF368",1947,NA
"2498","VLF454",1947,NA
"2499","VLF554",1947,NA
"2500","X",1947,NA
"2501","VLF001",1948,NA
"2502","VLF004",1948,17.6245
"2503","VLF005",1948,15.507
"2504","VLF007",1948,20.975
"2505","VLF008",1948,14.453
"2506","VLF009",1948,18.2265
"2507","VLF010",1948,14.3905
"2508","VLF011",1948,20.3825
"2509","VLF012",1948,16.8535
"2510","VLF015",1948,NA
"2511","VLF016",1948,16.812
"2512","VLF017",1948,NA
"2513","VLF018",1948,20.945
"2514","VLF019",1948,NA
"2515","VLF020",1948,NA
"2516","VLF021",1948,9.438
"2517","VLF022",1948,17.473
"2518","VLF023",1948,NA
"2519","VLF025",1948,22.6225
"2520","VLF051",1948,16.7595
"2521","VLF052",1948,NA
"2522","VLF053",1948,NA
"2523","VLF054",1948,NA
"2524","VLF055",1948,NA
"2525","VLF057",1948,NA
"2526","VLF058",1948,NA
"2527","VLF059",1948,NA
"2528","VLF061",1948,NA
"2529","VLF062",1948,NA
"2530","VLF063",1948,6.668
"2531","VLF064",1948,21.1205
"2532","VLF065",1948,15.681
"2533","VLF066",1948,NA
"2534","VLF067",1948,17.4675
"2535","VLF068",1948,NA
"2536","VLF069",1948,16.396
"2537","VLF070",1948,10.191
"2538","VLF072",1948,NA
"2539","VLF073",1948,NA
"2540","VLF074",1948,20.3175
"2541","VLF075",1948,19.173
"2542","VLF101",1948,NA
"2543","VLF102",1948,NA
"2544","VLF104",1948,19.2145
"2545","VLF105",1948,20.8415
"2546","VLF106",1948,NA
"2547","VLF107",1948,NA
"2548","VLF108",1948,20.87
"2549","VLF109",1948,23.0815
"2550","VLF112",1948,17.4505
"2551","VLF113",1948,NA
"2552","VLF114",1948,NA
"2553","VLF115",1948,NA
"2554","VLF116",1948,12.953
"2555","VLF117",1948,7.901
"2556","VLF118",1948,15.7135
"2557","VLF119",1948,14.3155
"2558","VLF120",1948,14.624
"2559","VLF121",1948,NA
"2560","VLF122",1948,16.0855
"2561","VLF123",1948,27.976
"2562","VLF124",1948,NA
"2563","VLF125",1948,NA
"2564","VLF126",1948,NA
"2565","VLF127",1948,NA
"2566","VLF128",1948,NA
"2567","VLF129",1948,19.235
"2568","VLF130",1948,NA
"2569","VLF131",1948,15.303
"2570","VLF132",1948,NA
"2571","VLF133",1948,13.512
"2572","VLF134",1948,21.8565
"2573","VLF135",1948,NA
"2574","VLF136",1948,18.3525
"2575","VLF137",1948,12.324
"2576","VLF138",1948,11.4095
"2577","VLF139",1948,17.2405
"2578","VLF140",1948,22.421
"2579","VLF141",1948,NA
"2580","VLF142",1948,NA
"2581","VLF143",1948,24.751
"2582","VLF145",1948,27.347
"2583","VLF146",1948,NA
"2584","VLF147",1948,NA
"2585","VLF149",1948,12.39
"2586","VLF150",1948,28.6185
"2587","VLF218",1948,15.7135
"2588","VLF224",1948,NA
"2589","VLF227",1948,NA
"2590","VLF254",1948,NA
"2591","VLF255",1948,NA
"2592","VLF266",1948,NA
"2593","VLF268",1948,NA
"2594","VLF270",1948,10.191
"2595","VLF354",1948,NA
"2596","VLF355",1948,NA
"2597","VLF368",1948,NA
"2598","VLF454",1948,NA
"2599","VLF554",1948,NA
"2600","X",1948,NA
"2601","VLF001",1949,NA
"2602","VLF004",1949,17.8365
"2603","VLF005",1949,15.673
"2604","VLF007",1949,21.247
"2605","VLF008",1949,14.6935
"2606","VLF009",1949,18.5865
"2607","VLF010",1949,14.609
"2608","VLF011",1949,20.5975
"2609","VLF012",1949,17.0735
"2610","VLF015",1949,NA
"2611","VLF016",1949,17.041
"2612","VLF017",1949,NA
"2613","VLF018",1949,21.375
"2614","VLF019",1949,NA
"2615","VLF020",1949,12.408
"2616","VLF021",1949,9.592
"2617","VLF022",1949,17.8395
"2618","VLF023",1949,NA
"2619","VLF025",1949,23.087
"2620","VLF051",1949,17.293
"2621","VLF052",1949,NA
"2622","VLF053",1949,NA
"2623","VLF054",1949,NA
"2624","VLF055",1949,NA
"2625","VLF057",1949,NA
"2626","VLF058",1949,NA
"2627","VLF059",1949,17.574
"2628","VLF061",1949,NA
"2629","VLF062",1949,NA
"2630","VLF063",1949,6.862
"2631","VLF064",1949,21.345
"2632","VLF065",1949,15.786
"2633","VLF066",1949,NA
"2634","VLF067",1949,17.6925
"2635","VLF068",1949,NA
"2636","VLF069",1949,16.6915
"2637","VLF070",1949,10.395
"2638","VLF072",1949,NA
"2639","VLF073",1949,NA
"2640","VLF074",1949,20.6105
"2641","VLF075",1949,19.3835
"2642","VLF101",1949,NA
"2643","VLF102",1949,NA
"2644","VLF104",1949,19.6235
"2645","VLF105",1949,21.1675
"2646","VLF106",1949,NA
"2647","VLF107",1949,NA
"2648","VLF108",1949,21.094
"2649","VLF109",1949,23.3995
"2650","VLF112",1949,17.8705
"2651","VLF113",1949,NA
"2652","VLF114",1949,NA
"2653","VLF115",1949,NA
"2654","VLF116",1949,13.027
"2655","VLF117",1949,8.022
"2656","VLF118",1949,15.9795
"2657","VLF119",1949,14.5745
"2658","VLF120",1949,14.8875
"2659","VLF121",1949,NA
"2660","VLF122",1949,16.3375
"2661","VLF123",1949,28.4065
"2662","VLF124",1949,NA
"2663","VLF125",1949,NA
"2664","VLF126",1949,NA
"2665","VLF127",1949,25.3855
"2666","VLF128",1949,NA
"2667","VLF129",1949,19.601
"2668","VLF130",1949,20.9895
"2669","VLF131",1949,15.77
"2670","VLF132",1949,NA
"2671","VLF133",1949,13.9235
"2672","VLF134",1949,22.2685
"2673","VLF135",1949,NA
"2674","VLF136",1949,18.5995
"2675","VLF137",1949,12.5305
"2676","VLF138",1949,11.6115
"2677","VLF139",1949,17.487
"2678","VLF140",1949,22.7255
"2679","VLF141",1949,NA
"2680","VLF142",1949,NA
"2681","VLF143",1949,25.1295
"2682","VLF145",1949,27.7795
"2683","VLF146",1949,NA
"2684","VLF147",1949,11.8555
"2685","VLF149",1949,12.738
"2686","VLF150",1949,28.894
"2687","VLF218",1949,15.9795
"2688","VLF224",1949,NA
"2689","VLF227",1949,25.3855
"2690","VLF254",1949,NA
"2691","VLF255",1949,NA
"2692","VLF266",1949,NA
"2693","VLF268",1949,NA
"2694","VLF270",1949,10.395
"2695","VLF354",1949,NA
"2696","VLF355",1949,NA
"2697","VLF368",1949,NA
"2698","VLF454",1949,NA
"2699","VLF554",1949,NA
"2700","X",1949,NA
"2701","VLF001",1950,NA
"2702","VLF004",1950,17.9305
"2703","VLF005",1950,15.764
"2704","VLF007",1950,21.3685
"2705","VLF008",1950,14.794
"2706","VLF009",1950,18.7575
"2707","VLF010",1950,14.722
"2708","VLF011",1950,20.707
"2709","VLF012",1950,17.21
"2710","VLF015",1950,NA
"2711","VLF016",1950,17.121
"2712","VLF017",1950,NA
"2713","VLF018",1950,21.6365
"2714","VLF019",1950,NA
"2715","VLF020",1950,12.512
"2716","VLF021",1950,9.749
"2717","VLF022",1950,18.0495
"2718","VLF023",1950,NA
"2719","VLF025",1950,23.616
"2720","VLF051",1950,17.648
"2721","VLF052",1950,NA
"2722","VLF053",1950,NA
"2723","VLF054",1950,NA
"2724","VLF055",1950,NA
"2725","VLF057",1950,NA
"2726","VLF058",1950,14.748
"2727","VLF059",1950,17.273
"2728","VLF061",1950,27.328
"2729","VLF062",1950,NA
"2730","VLF063",1950,7.084
"2731","VLF064",1950,21.4415
"2732","VLF065",1950,15.846
"2733","VLF066",1950,NA
"2734","VLF067",1950,17.7805
"2735","VLF068",1950,NA
"2736","VLF069",1950,16.826
"2737","VLF070",1950,10.465
"2738","VLF072",1950,20.937
"2739","VLF073",1950,NA
"2740","VLF074",1950,20.721
"2741","VLF075",1950,19.4765
"2742","VLF101",1950,18.75
"2743","VLF102",1950,NA
"2744","VLF104",1950,19.966
"2745","VLF105",1950,21.422
"2746","VLF106",1950,NA
"2747","VLF107",1950,NA
"2748","VLF108",1950,21.362
"2749","VLF109",1950,23.667
"2750","VLF112",1950,18.2055
"2751","VLF113",1950,NA
"2752","VLF114",1950,NA
"2753","VLF115",1950,NA
"2754","VLF116",1950,13.107
"2755","VLF117",1950,8.153
"2756","VLF118",1950,16.195
"2757","VLF119",1950,14.793
"2758","VLF120",1950,15.1565
"2759","VLF121",1950,NA
"2760","VLF122",1950,16.4935
"2761","VLF123",1950,28.7665
"2762","VLF124",1950,NA
"2763","VLF125",1950,NA
"2764","VLF126",1950,NA
"2765","VLF127",1950,25.871
"2766","VLF128",1950,20.408
"2767","VLF129",1950,19.8675
"2768","VLF130",1950,21.39
"2769","VLF131",1950,16.1
"2770","VLF132",1950,NA
"2771","VLF133",1950,14.241
"2772","VLF134",1950,22.692
"2773","VLF135",1950,NA
"2774","VLF136",1950,18.793
"2775","VLF137",1950,12.613
"2776","VLF138",1950,11.7645
"2777","VLF139",1950,17.707
"2778","VLF140",1950,23.0055
"2779","VLF141",1950,NA
"2780","VLF142",1950,NA
"2781","VLF143",1950,25.434
"2782","VLF145",1950,28.122
"2783","VLF146",1950,13.359
"2784","VLF147",1950,12.0675
"2785","VLF149",1950,13.002
"2786","VLF150",1950,29.216
"2787","VLF218",1950,16.195
"2788","VLF224",1950,NA
"2789","VLF227",1950,25.871
"2790","VLF254",1950,NA
"2791","VLF255",1950,NA
"2792","VLF266",1950,NA
"2793","VLF268",1950,NA
"2794","VLF270",1950,10.465
"2795","VLF354",1950,NA
"2796","VLF355",1950,NA
"2797","VLF368",1950,NA
"2798","VLF454",1950,NA
"2799","VLF554",1950,NA
"2800","X",1950,NA
"2801","VLF001",1951,NA
"2802","VLF004",1951,17.9785
"2803","VLF005",1951,15.836
"2804","VLF007",1951,21.46
"2805","VLF008",1951,14.85
"2806","VLF009",1951,18.913
"2807","VLF010",1951,14.799
"2808","VLF011",1951,20.7765
"2809","VLF012",1951,17.295
"2810","VLF015",1951,NA
"2811","VLF016",1951,17.194
"2812","VLF017",1951,NA
"2813","VLF018",1951,21.7575
"2814","VLF019",1951,NA
"2815","VLF020",1951,12.6695
"2816","VLF021",1951,9.855
"2817","VLF022",1951,18.212
"2818","VLF023",1951,NA
"2819","VLF025",1951,23.923
"2820","VLF051",1951,17.9505
"2821","VLF052",1951,18.544
"2822","VLF053",1951,NA
"2823","VLF054",1951,NA
"2824","VLF055",1951,NA
"2825","VLF057",1951,23.066
"2826","VLF058",1951,14.915
"2827","VLF059",1951,17.4385
"2828","VLF061",1951,27.396
"2829","VLF062",1951,NA
"2830","VLF063",1951,7.249
"2831","VLF064",1951,21.5305
"2832","VLF065",1951,15.886
"2833","VLF066",1951,NA
"2834","VLF067",1951,17.8185
"2835","VLF068",1951,NA
"2836","VLF069",1951,16.8995
"2837","VLF070",1951,10.524
"2838","VLF072",1951,21.012
"2839","VLF073",1951,8.561
"2840","VLF074",1951,20.809
"2841","VLF075",1951,19.555
"2842","VLF101",1951,19.034
"2843","VLF102",1951,NA
"2844","VLF104",1951,20.221
"2845","VLF105",1951,21.6065
"2846","VLF106",1951,NA
"2847","VLF107",1951,NA
"2848","VLF108",1951,22.9635
"2849","VLF109",1951,23.9105
"2850","VLF112",1951,18.441
"2851","VLF113",1951,NA
"2852","VLF114",1951,NA
"2853","VLF115",1951,NA
"2854","VLF116",1951,13.233
"2855","VLF117",1951,8.237
"2856","VLF118",1951,16.384
"2857","VLF119",1951,14.9315
"2858","VLF120",1951,15.3625
"2859","VLF121",1951,NA
"2860","VLF122",1951,16.601
"2861","VLF123",1951,29.0275
"2862","VLF124",1951,NA
"2863","VLF125",1951,NA
"2864","VLF126",1951,NA
"2865","VLF127",1951,26.355
"2866","VLF128",1951,20.748
"2867","VLF129",1951,20.065
"2868","VLF130",1951,21.6285
"2869","VLF131",1951,16.273
"2870","VLF132",1951,NA
"2871","VLF133",1951,14.4015
"2872","VLF134",1951,22.9975
"2873","VLF135",1951,NA
"2874","VLF136",1951,18.9215
"2875","VLF137",1951,12.713
"2876","VLF138",1951,11.865
"2877","VLF139",1951,17.866
"2878","VLF140",1951,23.184
"2879","VLF141",1951,NA
"2880","VLF142",1951,18.988
"2881","VLF143",1951,25.6735
"2882","VLF145",1951,28.401
"2883","VLF146",1951,13.77
"2884","VLF147",1951,12.1935
"2885","VLF149",1951,13.172
"2886","VLF150",1951,29.434
"2887","VLF218",1951,16.384
"2888","VLF224",1951,NA
"2889","VLF227",1951,26.355
"2890","VLF254",1951,NA
"2891","VLF255",1951,NA
"2892","VLF266",1951,NA
"2893","VLF268",1951,NA
"2894","VLF270",1951,10.524
"2895","VLF354",1951,NA
"2896","VLF355",1951,NA
"2897","VLF368",1951,NA
"2898","VLF454",1951,NA
"2899","VLF554",1951,NA
"2900","X",1951,NA
"2901","VLF001",1952,NA
"2902","VLF004",1952,18.1325
"2903","VLF005",1952,15.925
"2904","VLF007",1952,21.6635
"2905","VLF008",1952,15.103
"2906","VLF009",1952,19.3655
"2907","VLF010",1952,15.012
"2908","VLF011",1952,21.0455
